datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),wind_direction (deg),total_cloud_cover (0-1)
2015-04-10 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.92,4.27,257.52,0.67
2015-04-10 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.51,4.59,265.21,0.66
2015-04-10 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.78,4.32,270.42,0.58
2015-04-10 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.52,4.3,272.81,0.61
2015-04-10 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.09,4.05,267.8,0.5
2015-04-10 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.6,4.47,269.11,0.2
2015-04-10 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.01,4.86,269.46,0.0
2015-04-10 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.27,5.26,270.59,0.0
2015-04-10 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.5,5.41,272.1,0.0
2015-04-10 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.43,5.04,272.83,0.0
2015-04-10 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.17,4.52,275.02,0.0
2015-04-10 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,12.25,4.37,277.96,0.0
2015-04-10 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.47,4.25,278.27,0.0
2015-04-10 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.7,4.02,278.03,0.0
2015-04-10 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.12,3.58,276.99,0.01
2015-04-10 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.66,3.19,271.87,0.01
2015-04-10 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.45,3.22,272.32,0.0
2015-04-10 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.14,3.01,270.52,0.01
2015-04-11 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.98,2.9,267.57,0.0
2015-04-11 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.66,2.76,264.7,0.0
2015-04-11 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.36,2.55,263.25,0.0
2015-04-11 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.1,2.31,259.7,0.0
2015-04-11 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.76,2.17,254.92,0.0
2015-04-11 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.4,2.49,249.39,0.0
2015-04-11 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.95,2.06,246.84,0.0
2015-04-11 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.22,2.12,242.3,0.0
2015-04-11 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.2,2.32,237.38,0.0
2015-04-11 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.25,2.54,236.23,0.0
2015-04-11 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,18.13,2.21,229.47,0.0
2015-04-11 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,18.6,2.35,226.33,0.0
2015-04-11 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,18.93,2.47,222.95,0.0
2015-04-11 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,19.21,2.47,220.86,0.0
2015-04-11 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,19.78,2.44,217.17,0.0
2015-04-11 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,19.67,1.76,206.96,0.0
2015-04-11 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,19.5,1.47,180.15,0.0
2015-04-11 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,15.53,2.29,169.74,0.0
2015-04-11 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,14.42,2.34,168.78,0.0
2015-04-11 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,13.56,2.61,172.24,0.0
2015-04-11 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.59,2.82,175.15,0.0
2015-04-11 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.17,3.0,178.81,0.0
2015-04-11 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.29,3.24,184.06,0.0
2015-04-11 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.0,3.28,186.01,0.0
2015-04-12 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.78,3.38,187.5,0.0
2015-04-12 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.63,3.58,186.12,0.0
2015-04-12 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.41,3.74,183.52,0.03
2015-04-12 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.42,3.98,193.03,0.27
2015-04-12 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.35,4.12,217.7,0.47
2015-04-12 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.16,4.03,240.44,0.92
2015-04-12 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.2,4.66,262.02,0.97
2015-04-12 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.14,6.14,274.67,0.95
2015-04-12 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.13,6.05,273.72,0.99
2015-04-12 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.02,6.94,272.75,0.85
2015-04-12 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.4,6.42,273.55,0.46
2015-04-12 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.23,7.87,274.22,0.29
2015-04-12 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.97,8.16,273.9,0.26
2015-04-12 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.04,8.28,273.15,0.31
2015-04-12 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.64,8.43,275.35,0.22
2015-04-12 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.42,7.94,279.6,0.2
2015-04-12 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.12,6.89,283.14,0.16
2015-04-12 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.97,6.03,282.42,0.52
2015-04-12 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.5,5.09,275.81,0.86
2015-04-12 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.3,4.62,265.8,0.69
2015-04-12 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.84,4.36,259.83,0.83
2015-04-12 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.62,3.98,253.64,0.98
2015-04-12 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.62,3.43,242.66,1.0
2015-04-12 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.22,3.06,221.78,0.98
2015-04-13 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.13,3.29,210.11,0.99
2015-04-13 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.29,3.79,201.65,1.0
2015-04-13 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.19,4.22,195.18,1.0
2015-04-13 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.28,4.59,192.38,1.0
2015-04-13 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.59,5.06,185.54,1.0
2015-04-13 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.12,5.79,187.18,1.0
2015-04-13 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.79,5.86,182.72,1.0
2015-04-13 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.31,6.8,181.98,1.0
2015-04-13 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.72,7.25,187.39,1.0
2015-04-13 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.7,7.37,202.52,0.97
2015-04-13 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.69,7.23,231.84,0.97
2015-04-13 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.48,5.98,229.28,0.74
2015-04-13 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.15,8.62,257.99,0.68
2015-04-13 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.18,10.18,283.7,0.81
2015-04-13 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.23,9.26,283.79,0.89
2015-04-13 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.53,7.98,278.92,0.83
2015-04-13 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.29,7.43,275.45,0.59
2015-04-13 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.55,7.96,284.34,0.59
2015-04-13 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.48,6.94,283.48,0.41
2015-04-13 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.35,6.62,285.05,0.59
2015-04-13 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.67,6.38,289.96,0.76
2015-04-13 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.54,6.13,294.86,0.76
2015-04-13 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.14,6.21,300.42,0.74
2015-04-13 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.03,5.51,295.15,0.57
2015-04-14 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.83,5.11,290.4,0.08
2015-04-14 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.53,5.0,285.76,0.17
2015-04-14 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.81,5.11,286.78,0.38
2015-04-14 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.71,4.8,286.03,0.2
2015-04-14 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.8,4.56,286.14,0.32
2015-04-14 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.41,4.28,283.98,0.33
2015-04-14 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.17,4.79,283.35,0.14
2015-04-14 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.92,6.09,291.49,0.47
2015-04-14 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.51,5.81,288.27,0.28
2015-04-14 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.96,6.2,285.8,0.29
2015-04-14 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.54,6.47,282.34,0.24
2015-04-14 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.92,7.03,283.29,0.37
2015-04-14 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.7,7.43,288.46,0.51
2015-04-14 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.68,7.61,294.32,0.36
2015-04-14 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.49,7.54,296.18,0.44
2015-04-14 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.31,7.1,292.79,0.77
2015-04-14 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.91,6.15,285.61,0.99
2015-04-14 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.7,5.77,280.1,0.96
2015-04-14 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.26,5.43,276.13,0.98
2015-04-14 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.62,5.2,272.25,1.0
2015-04-14 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.36,4.25,257.13,1.0
2015-04-14 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.96,3.68,231.95,0.99
2015-04-14 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.81,4.08,217.22,1.0
2015-04-14 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.79,4.43,211.43,1.0
2015-04-15 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.01,4.56,215.34,1.0
2015-04-15 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.78,4.79,229.19,1.0
2015-04-15 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.58,5.4,253.9,1.0
2015-04-15 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.31,6.02,274.2,1.0
2015-04-15 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.44,6.11,287.47,1.0
2015-04-15 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.44,6.1,293.46,1.0
2015-04-15 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.3,6.09,294.16,1.0
2015-04-15 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.24,6.27,295.67,0.84
2015-04-15 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.94,7.49,303.46,0.75
2015-04-15 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.61,7.35,300.38,0.85
2015-04-15 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.78,6.97,294.78,0.95
2015-04-15 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.09,6.47,293.13,0.88
2015-04-15 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.57,6.34,286.37,0.79
2015-04-15 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.47,6.55,281.97,0.68
2015-04-15 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,11.24,6.74,274.95,0.99
2015-04-15 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.65,5.74,269.57,0.99
2015-04-15 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.64,5.05,259.78,1.0
2015-04-15 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.37,4.71,249.85,1.0
2015-04-15 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.96,3.59,227.38,1.0
2015-04-15 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.16,4.49,210.97,1.0
2015-04-15 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.74,5.89,217.76,0.93
2015-04-15 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.93,6.94,236.43,0.86
2015-04-15 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,10.03,7.81,250.86,0.99
2015-04-15 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.61,7.7,253.37,0.99
2015-04-16 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.03,7.87,256.34,1.0
2015-04-16 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.65,8.73,264.25,0.93
2015-04-16 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.27,9.67,270.35,0.83
2015-04-16 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.83,9.23,268.58,0.97
2015-04-16 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.78,9.46,273.69,0.95
2015-04-16 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.98,9.29,284.23,0.88
2015-04-16 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.93,8.45,290.6,0.56
2015-04-16 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.02,7.69,292.05,0.38
2015-04-16 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.28,7.97,295.0,0.52
2015-04-16 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.08,7.15,289.2,0.44
2015-04-16 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.78,6.26,276.87,0.55
2015-04-16 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.1,6.67,271.1,0.77
2015-04-16 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.27,7.06,270.59,0.56
2015-04-16 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.41,7.4,274.34,0.42
2015-04-16 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.66,7.83,278.72,0.29
2015-04-16 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.42,7.53,279.84,0.31
2015-04-16 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,9.27,6.92,280.36,0.41
2015-04-16 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.23,6.27,281.86,0.54
2015-04-16 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.61,5.56,279.29,0.9
2015-04-16 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.23,5.23,272.87,0.88
2015-04-16 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.28,4.89,267.26,0.73
2015-04-16 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.22,4.6,264.07,0.91
2015-04-16 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.29,4.8,266.84,0.72
2015-04-16 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.12,4.55,263.49,0.67
2015-04-17 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.03,4.16,255.9,0.49
2015-04-17 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.74,4.08,251.56,0.4
2015-04-17 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.57,4.11,252.31,0.44
2015-04-17 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.53,4.03,253.06,0.48
2015-04-17 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.34,4.19,253.17,0.36
2015-04-17 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.19,4.09,253.04,0.4
2015-04-17 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.37,4.94,257.97,0.44
2015-04-17 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.9,5.05,260.06,0.61
2015-04-17 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.86,5.02,260.21,0.7
2015-04-17 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.89,5.51,262.64,0.85
2015-04-17 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.68,4.62,269.01,0.89
2015-04-17 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.38,5.11,278.78,0.83
2015-04-17 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.38,4.49,280.4,0.83
2015-04-17 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.01,4.45,288.81,0.68
2015-04-17 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.25,4.54,302.85,0.66
2015-04-17 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.95,4.49,305.34,0.69
2015-04-17 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.09,4.31,300.72,0.58
2015-04-17 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.41,3.96,307.77,0.45
2015-04-17 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.19,3.16,307.44,0.23
2015-04-17 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.85,2.76,301.7,0.21
2015-04-17 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.82,2.64,306.7,0.26
2015-04-17 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.35,2.47,312.81,0.36
2015-04-17 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.61,2.68,321.06,0.69
2015-04-17 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.54,2.57,326.22,0.5
2015-04-18 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.53,2.6,328.48,0.31
2015-04-18 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.64,2.96,332.18,0.51
2015-04-18 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.59,3.38,339.4,1.0
2015-04-18 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.0,3.64,345.28,1.0
2015-04-18 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.17,3.86,347.81,1.0
2015-04-18 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.75,4.73,352.96,0.9
2015-04-18 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.79,4.44,353.76,0.87
2015-04-18 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.92,4.2,351.75,0.79
2015-04-18 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.37,4.26,350.94,0.8
2015-04-18 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.78,4.45,349.63,0.76
2015-04-18 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.83,4.78,348.33,0.78
2015-04-18 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.4,5.05,348.53,0.79
2015-04-18 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.58,5.06,347.94,0.57
2015-04-18 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.72,5.1,345.09,0.48
2015-04-18 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.39,5.02,340.31,0.69
2015-04-18 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.96,4.87,336.51,0.67
2015-04-18 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.93,4.29,336.85,0.39
2015-04-18 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.65,3.37,326.53,0.43
2015-04-18 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.47,3.25,318.2,0.56
2015-04-18 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.94,3.1,313.41,0.58
2015-04-18 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.09,2.92,306.63,0.67
2015-04-18 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.07,2.94,304.82,0.71
2015-04-18 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.58,3.11,311.18,0.49
2015-04-18 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.49,2.93,311.18,0.41
2015-04-19 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.32,2.88,308.41,0.39
2015-04-19 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.29,3.07,309.86,0.48
2015-04-19 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.92,3.23,313.5,0.77
2015-04-19 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.85,3.38,318.1,0.98
2015-04-19 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.71,3.38,323.32,0.99
2015-04-19 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.32,4.16,334.04,0.99
2015-04-19 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.34,3.79,341.84,1.0
2015-04-19 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.48,3.5,344.21,1.0
2015-04-19 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.21,4.54,353.55,1.0
2015-04-19 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.62,5.21,349.67,1.0
2015-04-19 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.31,5.31,336.43,0.96
2015-04-19 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.82,5.6,333.84,1.0
2015-04-19 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.93,5.77,332.31,1.0
2015-04-19 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.1,5.15,324.89,1.0
2015-04-19 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.06,5.54,319.26,1.0
2015-04-19 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.17,5.18,307.06,1.0
2015-04-19 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.11,5.21,300.76,1.0
2015-04-19 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.3,5.53,300.28,1.0
2015-04-19 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.18,5.82,300.7,1.0
2015-04-19 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.9,6.05,302.06,0.99
2015-04-19 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.38,6.05,304.23,1.0
2015-04-19 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.29,6.08,305.8,0.99
2015-04-19 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.18,6.17,311.96,0.99
2015-04-19 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.38,5.95,316.03,1.0
2015-04-20 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.29,5.81,319.96,0.68
2015-04-20 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.09,5.92,324.75,0.73
2015-04-20 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.45,6.26,330.95,0.66
2015-04-20 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.28,6.68,336.24,0.7
2015-04-20 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.34,7.04,342.6,0.66
2015-04-20 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.07,7.26,349.18,0.46
2015-04-20 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.58,7.59,353.93,0.38
2015-04-20 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,5.96,7.93,0.72,0.41
2015-04-20 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.88,8.17,6.12,0.36
2015-04-20 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.85,8.27,7.39,0.6
2015-04-20 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.22,7.76,4.63,0.66
2015-04-20 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.22,7.64,4.47,0.83
2015-04-20 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.52,7.28,1.25,0.72
2015-04-20 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.01,7.48,358.11,0.77
2015-04-20 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,7.96,7.51,358.03,0.79
2015-04-20 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.13,7.22,357.13,0.79
2015-04-20 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,8.11,6.16,355.15,0.71
2015-04-20 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.82,5.35,352.24,0.71
2015-04-20 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,6.16,4.89,349.08,0.7
