datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),wind_direction (deg),total_cloud_cover (0-1)
2015-01-01 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.46,4.34,255.33,1.0
2015-01-01 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.53,4.45,253.67,1.0
2015-01-01 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.97,4.4,252.3,1.0
2015-01-01 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.09,4.53,254.9,1.0
2015-01-01 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.28,4.57,260.02,1.0
2015-01-01 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.8,4.64,263.98,1.0
2015-01-01 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.04,4.66,266.58,1.0
2015-01-01 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.17,4.69,267.58,1.0
2015-01-01 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.53,4.88,269.64,1.0
2015-01-01 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.46,5.18,272.44,1.0
2015-01-01 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.6,5.07,274.69,0.99
2015-01-01 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.62,5.08,273.38,1.0
2015-01-01 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.57,5.13,271.64,1.0
2015-01-01 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.43,5.43,270.68,1.0
2015-01-01 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.48,5.6,271.42,1.0
2015-01-01 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.53,5.09,266.97,1.0
2015-01-01 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.67,5.32,266.8,1.0
2015-01-01 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.93,5.34,265.27,1.0
2015-01-01 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.11,5.38,266.72,1.0
2015-01-01 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.34,5.23,263.13,1.0
2015-01-01 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.31,5.48,260.05,1.0
2015-01-01 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.07,5.65,256.13,1.0
2015-01-01 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.64,5.93,253.11,1.0
2015-01-01 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.3,5.95,252.53,1.0
2015-01-02 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.01,5.82,253.58,1.0
2015-01-02 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.92,5.32,246.88,1.0
2015-01-02 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.52,5.14,237.48,1.0
2015-01-02 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.56,5.38,235.3,1.0
2015-01-02 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.68,5.57,231.46,1.0
2015-01-02 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.6,5.77,229.63,1.0
2015-01-02 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.53,6.15,227.22,1.0
2015-01-02 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.26,6.32,229.73,1.0
2015-01-02 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.72,6.8,230.52,1.0
2015-01-02 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.94,7.24,230.43,1.0
2015-01-02 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.73,7.49,233.65,1.0
2015-01-02 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.6,7.66,236.98,1.0
2015-01-02 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.5,7.9,238.71,1.0
2015-01-02 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.71,8.09,242.85,1.0
2015-01-02 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.78,8.45,244.94,1.0
2015-01-02 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.39,9.18,250.91,1.0
2015-01-02 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.66,9.6,253.64,0.99
2015-01-02 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.93,10.19,258.51,1.0
2015-01-02 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.92,10.56,266.06,0.72
2015-01-02 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.43,10.24,266.01,0.54
2015-01-02 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.82,9.68,264.49,0.76
2015-01-02 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.78,9.47,265.54,0.99
2015-01-02 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.54,9.06,265.47,0.86
2015-01-02 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.5,8.96,267.1,0.87
2015-01-03 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.01,8.61,267.16,0.88
2015-01-03 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.99,8.25,266.2,0.94
2015-01-03 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.19,8.18,264.35,0.96
2015-01-03 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.4,8.91,265.72,0.99
2015-01-03 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.68,8.88,268.6,0.91
2015-01-03 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.42,9.09,269.74,0.94
2015-01-03 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.4,9.18,268.96,0.79
2015-01-03 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.17,9.16,267.93,0.89
2015-01-03 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.33,8.99,266.25,0.78
2015-01-03 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.88,9.19,266.39,0.94
2015-01-03 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.2,8.77,269.19,0.8
2015-01-03 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.13,8.73,267.12,0.97
2015-01-03 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.26,8.52,265.47,0.96
2015-01-03 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.31,8.73,267.74,0.93
2015-01-03 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.97,7.97,266.98,0.89
2015-01-03 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.78,7.54,268.25,0.69
2015-01-03 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.63,7.39,268.83,0.83
2015-01-03 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.62,7.35,268.48,0.72
2015-01-03 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.5,7.23,268.84,0.79
2015-01-03 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.5,7.03,268.53,0.86
2015-01-03 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.15,6.94,267.42,0.95
2015-01-03 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.06,6.71,266.32,0.91
2015-01-03 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.43,6.17,268.1,0.76
2015-01-03 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.28,5.84,266.39,0.6
2015-01-04 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.22,5.59,267.94,0.65
2015-01-04 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.2,5.46,269.22,0.52
2015-01-04 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.93,5.77,274.85,0.42
2015-01-04 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.99,6.11,281.28,0.53
2015-01-04 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.99,6.27,285.5,0.61
2015-01-04 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.86,6.41,286.93,0.73
2015-01-04 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.94,6.55,287.42,0.7
2015-01-04 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.05,6.5,287.41,0.6
2015-01-04 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.12,6.6,288.12,0.65
2015-01-04 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.43,6.96,290.07,0.85
2015-01-04 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.33,6.79,293.33,1.0
2015-01-04 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.36,6.9,291.4,1.0
2015-01-04 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.25,7.37,290.91,1.0
2015-01-04 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.18,8.04,292.06,1.0
2015-01-04 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.81,8.14,295.53,1.0
2015-01-04 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.79,7.96,305.82,1.0
2015-01-04 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.84,7.59,315.82,1.0
2015-01-04 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.78,7.34,323.37,1.0
2015-01-04 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.9,7.32,328.05,1.0
2015-01-04 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.92,7.28,328.62,0.99
2015-01-04 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.86,7.35,326.56,0.81
2015-01-04 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.89,7.26,324.52,0.74
2015-01-04 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.62,7.01,321.91,0.75
2015-01-04 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.6,6.93,320.26,0.63
2015-01-05 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.44,6.82,319.57,0.56
2015-01-05 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.36,6.52,317.98,0.54
2015-01-05 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.24,6.34,318.0,0.44
2015-01-05 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.15,6.12,316.31,0.46
2015-01-05 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.03,5.96,314.91,0.45
2015-01-05 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.1,5.69,311.37,0.54
2015-01-05 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.38,5.74,309.73,0.46
2015-01-05 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.44,5.53,308.53,0.44
2015-01-05 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.44,5.46,308.64,0.5
2015-01-05 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.2,5.13,309.51,0.49
2015-01-05 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.26,5.11,311.89,0.3
2015-01-05 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.21,5.95,324.27,0.44
2015-01-05 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.21,5.64,335.88,0.76
2015-01-05 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.69,5.93,351.99,0.93
2015-01-05 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-2.7,5.83,359.43,0.98
2015-01-05 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-3.09,6.1,3.75,0.99
2015-01-05 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-4.11,6.41,9.02,0.93
2015-01-05 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-6.05,6.51,12.74,1.0
2015-01-05 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-6.19,6.35,14.03,1.0
2015-01-05 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-6.25,6.13,11.17,0.95
2015-01-05 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-7.33,6.19,9.11,1.0
2015-01-05 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-7.48,6.17,10.14,0.99
2015-01-05 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-8.37,5.46,7.63,0.94
2015-01-05 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-8.61,5.72,10.4,0.99
2015-01-06 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-8.8,5.96,12.94,0.99
2015-01-06 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-8.92,5.87,15.39,1.0
2015-01-06 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.67,5.69,16.17,0.92
2015-01-06 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.78,5.36,15.14,0.98
2015-01-06 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.78,5.16,15.95,0.94
2015-01-06 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-10.77,4.9,17.96,1.0
2015-01-06 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-10.68,4.73,20.83,1.0
2015-01-06 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-10.91,4.68,25.1,0.99
2015-01-06 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-10.78,4.47,29.16,0.98
2015-01-06 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-10.76,4.19,34.95,0.87
2015-01-06 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.86,3.41,54.14,0.97
2015-01-06 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.92,2.96,61.98,0.94
2015-01-06 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.92,2.49,62.8,0.14
2015-01-06 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-10.16,1.89,59.06,0.02
2015-01-06 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-12.06,1.57,53.97,0.0
2015-01-06 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-11.76,1.87,60.58,0.0
2015-01-06 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-12.07,2.03,74.77,0.0
2015-01-06 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-13.22,1.99,87.97,0.0
2015-01-06 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-13.38,2.07,98.94,0.0
2015-01-06 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-13.57,2.14,105.05,0.0
2015-01-06 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-14.33,2.11,118.93,0.0
2015-01-06 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-14.56,2.23,135.98,0.0
2015-01-06 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-16.09,2.33,149.67,0.0
2015-01-06 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-16.93,2.5,157.03,0.01
2015-01-07 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-16.98,2.4,165.55,0.08
2015-01-07 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-17.79,2.42,165.01,0.13
2015-01-07 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-18.05,2.22,168.12,0.56
2015-01-07 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-17.81,2.22,170.85,0.81
2015-01-07 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-17.45,2.47,170.0,0.8
2015-01-07 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-17.05,2.91,171.96,0.91
2015-01-07 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-16.46,3.21,177.64,0.98
2015-01-07 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-16.05,3.56,177.67,1.0
2015-01-07 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-13.31,4.1,170.65,1.0
2015-01-07 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-12.64,4.3,167.26,1.0
2015-01-07 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-10.05,4.47,169.05,1.0
2015-01-07 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.5,4.31,173.06,0.96
2015-01-07 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.21,4.29,170.73,0.98
2015-01-07 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.31,4.39,164.5,0.98
2015-01-07 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.77,5.02,166.53,0.99
2015-01-07 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.97,5.11,169.19,0.99
2015-01-07 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.98,5.29,169.79,0.99
2015-01-07 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.86,5.49,170.73,0.99
2015-01-07 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.82,5.63,173.05,1.0
2015-01-07 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.72,5.78,176.58,1.0
2015-01-07 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.9,5.77,180.07,0.87
2015-01-07 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.84,5.68,182.03,0.93
2015-01-07 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.67,5.7,182.62,0.88
2015-01-07 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.84,5.66,186.15,0.37
2015-01-08 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.86,5.72,187.75,0.66
2015-01-08 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.62,5.72,187.69,0.33
2015-01-08 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.14,5.52,190.53,0.6
2015-01-08 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-9.06,5.51,191.79,0.87
2015-01-08 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-8.94,5.37,192.05,0.95
2015-01-08 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-8.32,5.21,192.27,0.94
2015-01-08 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-8.24,5.19,190.43,0.93
2015-01-08 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-8.18,5.27,190.69,0.94
2015-01-08 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-7.01,5.16,191.14,1.0
2015-01-08 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-6.65,5.18,190.49,1.0
2015-01-08 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-4.87,5.27,196.91,1.0
2015-01-08 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-4.38,5.3,200.02,1.0
2015-01-08 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-3.95,5.26,197.92,1.0
2015-01-08 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-3.66,5.81,200.24,1.0
2015-01-08 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-2.25,6.36,208.36,1.0
2015-01-08 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-1.94,6.35,207.83,1.0
2015-01-08 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-1.67,6.51,208.94,1.0
2015-01-08 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.82,6.75,210.03,1.0
2015-01-08 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.93,6.79,211.44,1.0
2015-01-08 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-1.01,6.48,216.3,1.0
2015-01-08 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.8,6.02,213.77,1.0
2015-01-08 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.88,5.87,213.93,1.0
2015-01-08 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.97,5.56,203.59,1.0
2015-01-08 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-1.02,5.45,203.18,1.0
2015-01-09 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-1.1,5.39,202.65,1.0
2015-01-09 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-1.12,5.54,205.34,1.0
2015-01-09 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-1.17,5.25,208.78,1.0
2015-01-09 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-1.05,5.17,221.5,1.0
2015-01-09 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.96,5.18,243.25,1.0
2015-01-09 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.28,6.12,267.24,1.0
2015-01-09 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.1,6.89,274.0,0.99
2015-01-09 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.65,7.98,276.48,0.99
2015-01-09 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.03,8.37,276.98,0.95
2015-01-09 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.9,7.89,274.88,0.95
2015-01-09 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.34,7.15,270.26,0.89
2015-01-09 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.2,6.68,268.1,0.94
2015-01-09 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.14,6.26,263.72,1.0
2015-01-09 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.04,5.85,253.39,1.0
2015-01-09 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.8,5.52,242.69,1.0
2015-01-09 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.73,5.33,235.5,1.0
2015-01-09 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.35,4.21,219.75,1.0
2015-01-09 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.76,3.82,202.42,1.0
2015-01-09 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.8,3.28,187.11,1.0
2015-01-09 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.86,2.69,175.24,1.0
2015-01-09 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.73,2.02,164.63,1.0
2015-01-09 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.79,1.38,149.76,1.0
2015-01-09 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.33,0.13,216.08,1.0
2015-01-09 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.31,1.41,331.23,1.0
2015-01-10 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.32,2.62,322.05,0.98
2015-01-10 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.22,3.1,316.77,0.96
2015-01-10 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.29,2.82,315.16,0.95
2015-01-10 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.65,2.52,297.83,0.96
2015-01-10 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.78,2.54,284.45,0.99
2015-01-10 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.78,2.9,278.07,0.99
2015-01-10 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.68,2.59,266.96,1.0
2015-01-10 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-1.02,1.92,260.41,0.99
2015-01-10 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.55,1.18,246.08,1.0
2015-01-10 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,-0.48,1.21,216.4,1.0
2015-01-10 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.06,2.11,203.47,1.0
2015-01-10 11:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.29,2.41,175.3,1.0
2015-01-10 12:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.41,3.05,158.51,1.0
2015-01-10 13:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.65,3.85,159.15,1.0
2015-01-10 14:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.88,4.37,172.68,1.0
2015-01-10 15:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.19,4.88,184.9,1.0
2015-01-10 16:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.09,5.48,187.67,1.0
2015-01-10 17:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.0,6.47,183.51,1.0
2015-01-10 18:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,0.64,7.62,194.61,1.0
2015-01-10 19:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,1.07,7.3,214.42,1.0
2015-01-10 20:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.42,7.52,241.39,0.88
2015-01-10 21:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,4.2,9.45,266.22,0.92
2015-01-10 22:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.56,9.46,268.55,1.0
2015-01-10 23:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.92,9.38,270.28,0.77
2015-01-11 00:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.8,8.97,265.33,0.81
2015-01-11 01:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,3.05,9.19,261.56,0.88
2015-01-11 02:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.69,9.82,261.23,0.91
2015-01-11 03:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.65,9.84,260.26,0.89
2015-01-11 04:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.56,10.17,258.94,0.98
2015-01-11 05:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.79,10.18,258.11,0.62
2015-01-11 06:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.74,10.35,259.04,0.36
2015-01-11 07:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.7,10.41,259.47,0.51
2015-01-11 08:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.81,10.41,259.8,0.49
2015-01-11 09:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.66,10.12,258.08,0.4
2015-01-11 10:00:00,"(54.752103, 24.1001468)",era5,97.97,2.0,2.7,9.85,259.58,0.49
